Timestamp,          Open, High, Low, Close, Volume, Open Interest
2026-03-02 18:42:59,24837.1,24843.7,24836,24836,10725,15259400
2026-03-02 18:43:59,24840,24840,24834.1,24836.1,8840,15259400
2026-03-02 18:44:59,24836.1,24842.3,24834.8,24837.3,10010,15268305
2026-03-02 18:45:59,24840.6,24850,24838,24845,10660,15268305
2026-03-02 18:46:59,24845,24854.7,24839.5,24843.3,12350,15268305
2026-03-02 18:47:59,24840,24846,24837,24837.1,6565,15280200
2026-03-02 18:48:59,24837.1,24845.3,24837,24842.3,6825,15280200
2026-03-02 18:49:59,24842.3,24845,24840,24842.7,5655,15280200
2026-03-02 18:50:59,24842.7,24843.1,24837,24838.8,6240,15284945
2026-03-02 18:51:59,24838.9,24844.9,24835,24841,5265,15284945
2026-03-02 18:52:59,24841,24847.2,24838.5,24840,5525,15284945
2026-03-02 18:53:59,24838.7,24843.7,24837,24837,4225,15290600
2026-03-02 18:54:59,24837,24842.4,24835.3,24840,5785,15290600
2026-03-02 18:55:59,24840,24844.4,24836,24836,5590,15290600
2026-03-02 18:56:59,24837.8,24840,24825.6,24833.7,22880,15303210
2026-03-02 18:57:59,24834.1,24834.1,24825,24826.6,14885,15303210
2026-03-02 18:58:59,24826.6,24829,24815,24816.5,22815,15303210
2026-03-02 18:59:59,24821.2,24824,24816.1,24819.3,11115,15320175
2026-03-02 19:00:59,24819.3,24823,24815,24815,19370,15320175
2026-03-02 19:01:59,24815.8,24819.6,24810.4,24816,11180,15320175
2026-03-02 19:02:59,24816,24817.2,24810,24816.7,12220,15318485
2026-03-02 19:03:59,24816.7,24833.7,24811.5,24833.6,9295,15318485
2026-03-02 19:04:59,24833.6,24833.7,24815.8,24817,7280,15318485
2026-03-02 19:05:59,24818.4,24827.8,24817,24826.2,13845,15316665
2026-03-02 19:06:59,24825.8,24831,24821.7,24827.6,5720,15316665
2026-03-02 19:07:59,24827.6,24830.5,24825,24827,3315,15316665
2026-03-02 19:08:59,24828,24828.6,24818.5,24820,11375,15328235
2026-03-02 19:09:59,24818.5,24820.7,24810.8,24816.8,5460,15328235
2026-03-02 19:10:59,24816.8,24819.2,24806,24806,6630,15328235
2026-03-02 19:11:59,24806,24809,24800,24801,30875,15339675
2026-03-02 19:12:59,24801,24810,24801,24802.7,11440,15339675
2026-03-02 19:13:59,24802.7,24810,24801,24805.1,9490,15339675
2026-03-02 19:14:59,24806.5,24821.7,24805.8,24819.1,11245,15350400
2026-03-02 19:15:59,24813.6,24820.9,24810.1,24814,10270,15350400
2026-03-02 19:16:59,24814,24815.6,24810,24810,6890,15350400
2026-03-02 19:17:59,24808,24810,24801,24802.4,8970,15358135
2026-03-02 19:18:59,24802.4,24804.8,24801,24801,6695,15358135
2026-03-02 19:19:59,24801,24804.4,24801,24801,21060,15358135
2026-03-02 19:20:59,24801,24806.7,24801,24802,9230,15379260
2026-03-02 19:21:59,24802,24803.7,24790.2,24790.2,27560,15379260
2026-03-02 19:22:59,24790.2,24796,24782,24785,20345,15379260
2026-03-02 19:23:59,24785,24790,24783.1,24789,8125,15390180
2026-03-02 19:24:59,24789.6,24789.6,24781.4,24785,15925,15390180
2026-03-02 19:25:59,24782.7,24783,24761.8,24765.4,30420,15390180
2026-03-02 19:26:59,24764.4,24765.5,24755,24755,29315,15402855
